FULLNAME,POSTCODE,CUSTID,IPID,PRODUCTNAME,QUOTECOUNT,POLICYNO,QUOTEDATE,QUOTE_PRODUCT,ORIGINALPREMIUM,TOTALPREMIUMPAYABLE,CREATEDDATE,BRAND,BRANCHCODE,POLICY_STATUS_DESC,TYPEOFCOVER_DESC,INSURER_NAME,INCEPTIONDATE,RENEWALDATE
Josh Wood,TN4 1GF,1ebd16f4f7f5523cdc1764666f27c3a0,100124,AgeasDirectPC,50,GDCCA06441019,2023-05-04,AgeasDirectPC,180.26,,2023-05-19,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-08,2024-06-08
Antony Bryan,TN5 0RZ,12caa39d3ee4a3ac7e3419d9f7380633,61275,AgeasDirectPC,44,ACE258703-01,2023-05-02,MotorPanel,,0.00,2023-05-20,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-03,2024-06-03
Bethan King,TN7H 6GD,af239e7c2efc62bcb23014d81a9fe477,572613,AgeasDirectPC,12,ACE519105-06,2023-05-05,MotorPanel,,0.00,2023-05-01,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-01,2024-05-01
Annette Moore,TN8M 7HB,f153a0e0fddd2cc9c45b494539ce3f37,788366,AgeasDirectPC,30,APQ110350-03,2023-05-02,MotorPanel,,0.00,2023-05-29,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-29,2024-05-29
Stephen Begum,G9G 0TT,f0f615d822949b5f10dc256ef0f22e60,787196,AgeasDirectPC,12,APD434076-02,2023-05-01,MotorPanel,,0.00,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-21,2024-05-21
Clive Andrews,G9H 2LR,c55926c1c9f6e12a6076b68e1f664071,645217,AgeasDirectPC,18,GDCCA06959394,2023-05-04,AgeasDirectPC,174.96,0.00,2023-05-28,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-24,2024-06-24
Clive Andrews,G9H 2LR,c55926c1c9f6e12a6076b68e1f664071,645217,AgeasDirectPC,18,GDCCA06959394,2023-05-04,AgeasDirectPC,174.96,,2023-05-28,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-24,2024-06-24
Mitchell Miller,G9K 5WY,dda3bbf9d1c7601e96855880585c0737,724218,AgeasDirectPC,9,GDCCA02406038,2023-05-02,AgeasDirectPC,588.38,,2023-05-25,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-05-24,2024-05-24
Mitchell Miller,G9K 5WY,dda3bbf9d1c7601e96855880585c0737,724218,AgeasDirectPC,9,GDCCA02406038,2023-05-03,AgeasDirectPC,588.38,,2023-05-25,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-05-24,2024-05-24
Mitchell Miller,G9K 5WY,dda3bbf9d1c7601e96855880585c0737,724218,AgeasDirectPC,9,GDCCA02406038,2023-05-03,AgeasDirectPC,588.38,,2023-05-25,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-05-24,2024-05-24
Brandon Evans,G9K 5SB,014a1da05e978ec11bd78196e21f8776,4236,AgeasDirectPC,6,GDCCA06475955,2023-05-02,AgeasDirectPC,242.33,,2023-05-03,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-07-25,2023-07-25
Emma Glover,G9S 2AH,30343138a95c3e71a43381d6016b778d,157362,AgeasDirectPC,12,AC4128293-07,2023-05-04,MotorPanel,,0.00,2023-05-03,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-01,2024-05-01
Emma Glover,G9S 2AH,30343138a95c3e71a43381d6016b778d,157362,AgeasDirectPC,12,GDCCA06189803,2023-05-01,AgeasDirectPC,1313.31,0.00,2023-05-03,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-01,2024-05-01
Emma Glover,G9S 2AH,30343138a95c3e71a43381d6016b778d,157362,AgeasDirectPC,12,GDCCA06189803,2023-05-01,AgeasDirectPC,1313.31,,2023-05-03,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-01,2024-05-01
Adam Ross,G9S 2HU,8a50007eacfa422c9272fc6dac4c42e9,452420,AgeasDirectPC,9,GDCCA03090596,2023-05-03,AgeasDirectPC,664.47,0.00,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-11-12,2023-11-12
Adam Ross,G9S 2HU,8a50007eacfa422c9272fc6dac4c42e9,452420,AgeasDirectPC,9,GDCCA03090596,2023-05-03,AgeasDirectPC,664.47,0.00,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-11-12,2023-11-12
Adam Ross,G9S 2HU,8a50007eacfa422c9272fc6dac4c42e9,452420,AgeasDirectPC,9,GDCCA03090596,2023-05-03,AgeasDirectPC,664.47,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-11-12,2023-11-12
Adam Ross,G9S 2HU,8a50007eacfa422c9272fc6dac4c42e9,452420,AgeasDirectPC,9,GDCCA03090596,2023-05-03,AgeasDirectPC,664.47,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-11-12,2023-11-12
Adam Ross,G9S 2HU,8a50007eacfa422c9272fc6dac4c42e9,452420,AgeasDirectPC,9,GDCCA03090596,2023-05-03,AgeasDirectPC,664.47,0.00,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-11-12,2023-11-12
Adam Ross,G9S 2HU,8a50007eacfa422c9272fc6dac4c42e9,452420,AgeasDirectPC,9,GDCCA03090596,2023-05-03,AgeasDirectPC,664.47,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2019-11-12,2023-11-12
Damian Nicholson,G9T 6YP,92f8102fbacfd135af70e87d582e2e62,480806,RIASPC,7,ACE768367-01,2023-05-04,MotorPanel,,606.00,2023-05-26,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-26,2024-05-26
Alex Harrison,G9U 7AH,cb4bcac00fade17a16ac27af280e105d,664518,RIASPC,13,GDCCA06222567,2023-05-03,RIASPC,328.49,,2023-05-31,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-06-16,2024-06-16
Diana Lucas,GL0M 2TT,56ea8d00ff08bfee83077118f25a1c1c,284157,AgeasDirectPC,6,APN894706-01,2023-05-04,MotorPanel,,0.00,2023-05-15,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-07,2024-04-07
Barbara Brown,GL2 6HS,6c1f0e42dbc785d148e331423bd34dab,353231,RIASPC,6,GDCCA06257008,2023-05-01,RIASPC,808.74,,2023-05-02,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-01,2024-05-01
Barbara Brown,GL2 6HS,6c1f0e42dbc785d148e331423bd34dab,353231,RIASPC,6,GDCCA06257008,2023-05-01,RIASPC,808.74,0.00,2023-05-02,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-05-01,2024-05-01
Mitchell Brown,GL2 8PZ,c97541a16203140a82d7b6d80075093a,658518,RIASPC,8,R901946B,2023-05-03,RIASPC,185.08,,2023-05-21,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2017-08-24,2023-08-24
Allan McKenzie,GL21 6RH,e95e264283e88a13866fba38b0f4e16c,762250,AgeasDirectPC,25,GDCCA06472137,2023-05-03,AgeasDirectPC,651.97,,2023-05-22,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-07-29,2023-07-29
Allan McKenzie,GL21 6RH,e95e264283e88a13866fba38b0f4e16c,762250,AgeasDirectPC,25,GDCCA06472137,2023-05-03,AgeasDirectPC,652.91,0.00,2023-05-22,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-07-29,2023-07-29
Allan McKenzie,GL21 6RH,e95e264283e88a13866fba38b0f4e16c,762250,AgeasDirectPC,25,GDCCA06472137,2023-05-03,AgeasDirectPC,652.91,0.00,2023-05-22,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-07-29,2023-07-29
Allan McKenzie,GL21 6RH,e95e264283e88a13866fba38b0f4e16c,762250,AgeasDirectPC,25,GDCCA06472137,2023-05-03,AgeasDirectPC,651.97,,2023-05-22,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-07-29,2023-07-29
Alexander Hardy,GL2A 1NU,68afea125f66190d527139ada90ad7ac,341908,AgeasDirectPC,32,GDCCA03146905,2023-05-03,AgeasDirectPC,200.78,,2023-05-15,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2020-06-09,2024-06-09
Jasmine Black,GL2V 1DQ,27d0fdd62c979e58efe35e9327926166,129579,AgeasDirectPC,10,AXP448310-02,2023-05-01,MotorPanel,,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-06,2024-05-06
Neil Archer,GL3 6PE,25f9155ec5e0b0909c9d6da712f8fde3,123625,AgeasDirectPC,12,GDCCA06449419,2023-05-03,AgeasDirectPC,258.29,,2023-05-28,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-27,2024-05-27
Neil Archer,GL3 6PE,25f9155ec5e0b0909c9d6da712f8fde3,123625,AgeasDirectPC,12,GDCCA06449419,2023-05-02,AgeasDirectPC,258.29,,2023-05-28,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-27,2024-05-27
Neil Archer,GL3 6PE,25f9155ec5e0b0909c9d6da712f8fde3,123625,AgeasDirectPC,12,GDCCA06449419,2023-05-02,AgeasDirectPC,258.29,,2023-05-28,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-27,2024-05-27
Neil Archer,GL3 6PE,25f9155ec5e0b0909c9d6da712f8fde3,123625,AgeasDirectPC,12,GDCCA06449419,2023-05-02,AgeasDirectPC,258.29,,2023-05-28,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-27,2024-05-27
Russell Parsons,GL32 9PJ,f104b0ec3a7d4b9489f989f413325153,787386,AgeasDirectPC,18,ACC475301-24,2023-05-04,MotorPanel,,0.00,2023-05-01,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-01,2024-05-01
Michael Richards,GL32 5YZ,7d53bd355762db833027f823d7af4024,409815,AgeasDirectPC,40,ACE232455-01,2023-05-02,MotorPanel,,556.99,2023-05-29,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-25,2024-06-25
Ben Evans,GL34 0TR,d3555f62deff478b3afc2f62c1eb6f91,690830,AgeasDirectPC,6,GDCCA06155836,2023-05-01,AgeasDirectPC,337.79,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-03-05,2024-03-05
Ben Evans,GL34 0TR,d3555f62deff478b3afc2f62c1eb6f91,690830,AgeasDirectPC,6,GDCCA06155836,2023-05-05,AgeasDirectPC,487.10,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-03-05,2024-03-05
Zoe Saunders,GL3N 5LN,094b94b7a576db411d32e9e7f92f8bec,30412,AgeasDirectPC,21,APD640511-05,2023-05-05,MotorPanel,,0.00,2023-05-15,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-05,2024-06-05
Max Hooper,GL45 9GJ,08c0f13beb521e63d6917150f911788f,28640,AgeasDirectPC,6,ACE808622-02,2023-05-05,MotorPanel,,0.00,2023-05-28,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-22,2024-04-22
Marie Johnson,GL4P 4RY,d2b191090e0ca97917dd842adafd7e0f,688765,AgeasDirectPC,18,ACE130876-01,2023-05-01,MotorPanel,,0.00,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-21,2024-05-21
Naomi Cole,GL9P 3JR,f88722fa1cad8ee77ae510ec2b743b47,811889,AgeasDirectPC,28,ACE651359-01,2023-05-04,MotorPanel,,1231.61,2023-05-31,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-05,2024-06-05
Brian Cook,GU0 3NH,b4948402ca13eba07a781f8aaa1e3b2f,590273,RIASPC,6,GDCCA02982847,2023-05-03,RIASPC,391.72,,2023-05-04,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-02-08,2024-02-08
Brian Cook,GU0 3NH,b4948402ca13eba07a781f8aaa1e3b2f,590273,RIASPC,6,GDCCA02982847,2023-05-03,RIASPC,391.72,,2023-05-04,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-02-08,2024-02-08
Brian Cook,GU0 3NH,b4948402ca13eba07a781f8aaa1e3b2f,590273,RIASPC,6,GDCCA02982847,2023-05-03,RIASPC,391.72,,2023-05-04,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2020-02-08,2024-02-08
Marcus Hill,GU02 9ED,1811a1e426d3164c3c45c0fcac6814aa,78271,RIASPC,25,GDCCA06220328,2023-05-03,RIASPC,334.09,,2023-05-17,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-08,2024-06-08
Marcus Hill,GU02 9ED,1811a1e426d3164c3c45c0fcac6814aa,78271,RIASPC,25,GDCCA06220328,2023-05-02,RIASPC,334.09,,2023-05-17,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-08,2024-06-08
Anthony Turnbull,GU02 3AZ,e7fe4d9494990dd19064b81481841697,757865,AgeasDirectPC,9,GDCCA06442578,2023-05-03,AgeasDirectPC,342.81,,2023-05-25,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-09,2024-06-09
Gareth Williams,GU1 3ZA,589033ca34bbb7ca0382d2d027fe4b9a,289540,AgeasDirectPC,8,GDCCA06187740,2023-05-04,AgeasDirectPC,730.23,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-13,2024-05-13
Gareth Williams,GU1 3ZA,589033ca34bbb7ca0382d2d027fe4b9a,289540,AgeasDirectPC,8,GDCCA06187740,2023-05-04,AgeasDirectPC,1019.96,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-13,2024-05-13
Gareth Williams,GU1 3ZA,589033ca34bbb7ca0382d2d027fe4b9a,289540,AgeasDirectPC,8,GDCCA06187740,2023-05-04,AgeasDirectPC,730.23,,2023-05-13,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-05-13,2024-05-13
Liam Harris,GU1 6AX,29f3f3b9b1cedd46701401952ef2cbae,136641,AgeasDirectPC,7,GDCCA06494006,2023-05-03,AgeasDirectPC,151.46,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-12,2023-09-12
Liam Harris,GU1 6AX,29f3f3b9b1cedd46701401952ef2cbae,136641,AgeasDirectPC,7,GDCCA06494006,2023-05-03,AgeasDirectPC,151.46,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-12,2023-09-12
Liam Harris,GU1 6AX,29f3f3b9b1cedd46701401952ef2cbae,136641,AgeasDirectPC,7,GDCCA06494006,2023-05-03,AgeasDirectPC,167.85,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-12,2023-09-12
Liam Harris,GU1 6AX,29f3f3b9b1cedd46701401952ef2cbae,136641,AgeasDirectPC,7,ACE485227-05,2023-05-03,MotorPanel,,0.00,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-12,2023-09-12
Liam Harris,GU1 6AX,29f3f3b9b1cedd46701401952ef2cbae,136641,AgeasDirectPC,7,GDCCA06494006,2023-05-03,AgeasDirectPC,167.85,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-12,2023-09-12
Liam Harris,GU1 6AX,29f3f3b9b1cedd46701401952ef2cbae,136641,AgeasDirectPC,7,GDCCA06494006,2023-05-05,AgeasDirectPC,167.85,,2023-05-06,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-12,2023-09-12
Holly Smith,GU21 7HU,39b77ba71bd28293c0acf33289e1357c,188513,RIASPC,6,GDCCA06217448,2023-05-04,RIASPC,144.57,,2023-05-21,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-21,2024-05-21
Holly Smith,GU21 7HU,39b77ba71bd28293c0acf33289e1357c,188513,RIASPC,6,GDCCA06217448,2023-05-04,RIASPC,138.88,,2023-05-21,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-21,2024-05-21
Holly Smith,GU21 7HU,39b77ba71bd28293c0acf33289e1357c,188513,RIASPC,6,GDCCA06217448,2023-05-04,RIASPC,,,2023-05-21,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-05-21,2024-05-21
Reece Ryan,GU3 4QS,a236353727fa769ffd6acf9ac8f39ca7,530689,AgeasDirectPC,65,GDCCA05035125,2023-05-03,RIASPC,369.25,,2023-05-21,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-20,2024-05-20
Norman Williams,GU4 7QH,434e375dfdc5fe5433ac08ebd3c67b2c,219784,AgeasDirectPC,10,GDCCA03162723,2023-05-05,AgeasDirectPC,255.72,,2023-05-26,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2020-07-01,2023-07-01
Norman Williams,GU4 7QH,434e375dfdc5fe5433ac08ebd3c67b2c,219784,AgeasDirectPC,10,GDCCA03162723,2023-05-05,AgeasDirectPC,255.72,0.00,2023-05-26,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2020-07-01,2023-07-01
Norman Williams,GU4 7QH,434e375dfdc5fe5433ac08ebd3c67b2c,219784,AgeasDirectPC,10,GDCCA03162723,2023-05-05,AgeasDirectPC,255.72,0.00,2023-05-26,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2020-07-01,2023-07-01
Norman Williams,GU4 7QH,434e375dfdc5fe5433ac08ebd3c67b2c,219784,AgeasDirectPC,10,GDCCA03162723,2023-05-05,AgeasDirectPC,255.72,,2023-05-26,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2020-07-01,2023-07-01
Norman Williams,GU4 7QH,434e375dfdc5fe5433ac08ebd3c67b2c,219784,AgeasDirectPC,10,GDCCA03162723,2023-05-05,AgeasDirectPC,255.72,0.00,2023-05-26,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2020-07-01,2023-07-01
Norman Williams,GU4 7QH,434e375dfdc5fe5433ac08ebd3c67b2c,219784,AgeasDirectPC,10,GDCCA03162723,2023-05-05,AgeasDirectPC,255.72,,2023-05-26,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2020-07-01,2023-07-01
Steven Smith,GU4B 0WY,2b83f69b4be74e9ca434b3b8f7ba50a3,141914,AgeasDirectPC,6,GDCCA05902104,2023-05-02,AgeasDirectPC,315.03,,2023-05-03,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2021-08-04,2023-08-04
Lindsey Thomas,GU5 1SF,2bb58564041b5d9c136d18b35dfe5e09,142549,AgeasDirectPC,72,GDCCA06987637,2023-05-03,AgeasDirectPC,1966.59,,2023-05-04,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-01,2024-05-01
Alexander Summers,GU5W 6NZ,1881c1a93759c8992c37e7cbea5760c2,79714,AgeasDirectPC,27,GDCCA06987285,2023-05-03,AgeasDirectPC,1157.61,,2023-05-04,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-01,2024-05-01
Derek Murphy,GU67 6DP,01b3f332159ef7b1d16ca6bce9fb7b0a,5619,AgeasDirectPC,62,GDCCA06988171,2023-05-05,AgeasDirectPC,712.68,,2023-05-16,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-02,2024-05-02
Dominic Williams,GU6A 8WJ,b159ad0b69a261e03d0079dc440c16ab,579841,AgeasDirectPC,26,ACD438135-02,2023-05-02,MotorPanel,,0.00,2023-05-17,AgeasDirect,AUTO,NewBusiness,Comprehensive,Ageas,2023-05-17,2024-05-17
Carole Evans,GU6W 5ES,00949e24430586bcdc928939a0d74111,1911,AgeasDirectPC,51,GDCCA06963976,2023-05-02,AgeasDirectPC,971.32,,2023-05-25,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-03-21,2024-03-21
Zoe Pearce,GU7E 1TB,a7ce69334cee580be40719559a2d1a80,548830,AgeasDirectPC,48,ACE701108-01,2023-05-04,MotorPanel,,0.00,2023-05-15,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-09,2024-06-09
Gordon Bird,GU8 7ZD,d63e8de09b8fb78e7245520f538f35ec,700215,AgeasDirectPC,16,ABH837378-61,2023-05-01,MotorPanel,,0.00,2023-05-26,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-25,2024-05-25
Marcus Fisher,GY09 4HG,7d0910e9cc84df771799a2ad51ea06b7,408831,RIASPC,7,AP4479169-04,2023-05-01,MotorPanel,,0.00,2023-05-18,Rias,AUTO,Confirmed,Comprehensive,Ageas RIAS,2023-06-15,2024-06-15
Mohamed Hardy,GY0H 1EY,3985483839762650c4063d9316b0e4a0,187853,AgeasDirectPC,28,ACE660733-01,2023-05-04,MotorPanel,,393.61,2023-05-25,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-24,2024-05-24
Gerald Fox,GY10 1AE,bf833d9e9b9df6f12260f3cf33cc9b14,625994,AgeasDirectPC,14,APC847911-01,2023-05-03,MotorPanel,,0.00,2023-05-17,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-04,2024-06-04
Garry Hartley,GY16 7XL,f11e1a361a90cbf0baed631646ec3f84,787732,AgeasDirectPC,15,GDCCA06463614,2023-05-02,AgeasDirectPC,422.86,,2023-05-23,AgeasDirect,AUTO,In The Renewal Cycle,Comprehensive,Ageas,2022-06-29,2023-06-29
Anna Smith,GY1E 0JJ,9473e8a064079bd021f962c071613fad,485668,AgeasDirectPC,40,AAE292805-69,2023-05-01,MotorPanel,,0.00,2023-05-22,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-06-15,2024-06-15
Guy White,GY1M 4QN,4b31e7f93e5a1b1eaf3ef1783bdc1a5d,245599,AgeasDirectPC,42,GDCCA05873644,2023-05-03,AgeasDirectPC,565.24,,2023-05-28,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-28,2024-05-28
Guy White,GY1M 4QN,4b31e7f93e5a1b1eaf3ef1783bdc1a5d,245599,AgeasDirectPC,42,GDCCA05873644,2023-05-03,AgeasDirectPC,565.24,,2023-05-28,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-28,2024-05-28
Hugh Smith,GY1W 9AQ,a4795139dac254970dc7e8d468275448,537986,AgeasDirectPC,35,GDCCA06453816,2023-05-05,AgeasDirectPC,186.76,,2023-05-22,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-11,2024-06-11
Julie Swift,GY2 0TL,bb9f3ec3f5125c09346e5e2797dd55c6,613305,AgeasDirectPC,37,GDCCA06444522,2023-05-03,AgeasDirectPC,206.27,,2023-05-22,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-06-09,2024-06-09
Frank Hart,GY28 9UU,a809f778a162d75846e9b932a59bfe3c,549634,RIASPC,7,GDCCA05073386,2023-05-04,RIASPC,440.36,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-13,2024-01-13
Frank Hart,GY28 9UU,a809f778a162d75846e9b932a59bfe3c,549634,RIASPC,7,GDCCA05073386,2023-05-04,RIASPC,440.36,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-13,2024-01-13
Frank Hart,GY28 9UU,a809f778a162d75846e9b932a59bfe3c,549634,RIASPC,7,GDCCA05073386,2023-05-04,RIASPC,440.36,,2023-05-06,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-01-13,2024-01-13
Andrew Wheeler,GY2E 9WG,fd75304c31e1f7db5485ac9f9cc6d185,827999,RIASPC,7,GDCCA06220723,2023-05-04,RIASPC,182.24,,2023-05-21,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-10,2024-06-10
Andrew Wheeler,GY2E 9WG,fd75304c31e1f7db5485ac9f9cc6d185,827999,RIASPC,7,GDCCA06220723,2023-05-03,RIASPC,182.24,,2023-05-21,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-10,2024-06-10
Leonard Wilkins,GY3 0AF,720beda717fd2af4be17128e50b3a257,372652,AgeasDirectPC,14,GDCCA06970391,2023-05-05,AgeasDirectPC,285.02,,2023-05-15,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-08,2024-04-08
Leonard Wilkins,GY3 0AF,720beda717fd2af4be17128e50b3a257,372652,AgeasDirectPC,14,GDCCA06970391,2023-05-05,AgeasDirectPC,285.02,0.00,2023-05-15,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-04-08,2024-04-08
Abbie Smith,GY3 8TS,6b6af7e63db6eae793582007756eb297,350873,AgeasDirectPC,18,APN948788-02,2023-05-04,MotorPanel,,1635.27,2023-05-29,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2023-05-29,2024-05-29
Chelsea Wright,GY3A 7BB,a24cd136a3cbb24e4406b38fa39887ff,530975,RIASPC,7,GDCCA06216703,2023-05-02,RIASPC,463.43,,2023-05-26,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-08,2024-06-08
Chelsea Wright,GY3A 7BB,a24cd136a3cbb24e4406b38fa39887ff,530975,RIASPC,7,GDCCA06216703,2023-05-02,RIASPC,463.43,,2023-05-26,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-08,2024-06-08
Chelsea Wright,GY3A 7BB,a24cd136a3cbb24e4406b38fa39887ff,530975,RIASPC,7,GDCCA06216703,2023-05-02,RIASPC,463.43,,2023-05-26,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-08,2024-06-08
Chelsea Wright,GY3A 7BB,a24cd136a3cbb24e4406b38fa39887ff,530975,RIASPC,7,GDCCA06216703,2023-05-03,RIASPC,463.43,,2023-05-26,Rias,AUTO,Renewed,Comprehensive,Ageas RIAS,2022-06-08,2024-06-08
Nathan Black,GY41 2RT,e0f9bb720ceb32a6463f6120636a9c01,734966,AgeasDirectPC,21,GDCCA06182175,2023-05-05,AgeasDirectPC,801.50,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-16,2024-04-16
Nathan Black,GY41 2RT,e0f9bb720ceb32a6463f6120636a9c01,734966,AgeasDirectPC,21,GDCCA06182175,2023-05-05,AgeasDirectPC,801.50,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-16,2024-04-16
Nathan Black,GY41 2RT,e0f9bb720ceb32a6463f6120636a9c01,734966,AgeasDirectPC,21,GDCCA06182175,2023-05-03,AgeasDirectPC,801.50,,2023-05-06,AgeasDirect,AUTO,Renewed,Comprehensive,Ageas,2022-04-16,2024-04-16
Deborah Moore,GY42 6QW,bcc57954019747e4cb96b3a82fb17464,617105,AgeasDirectPC,15,ACE110647-01,2023-05-01,MotorPanel,,693.90,2023-05-01,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-07,2023-09-07
Deborah Moore,GY42 6QW,bcc57954019747e4cb96b3a82fb17464,617105,AgeasDirectPC,15,GDCCA06490593,2023-05-01,AgeasDirectPC,174.32,,2023-05-01,AgeasDirect,AUTO,Confirmed,Comprehensive,Ageas,2022-09-07,2023-09-07
